slug,title,published_at,category,priority,content_type,source_count,path
20260526-eaa53d,"미 중부사령부, 반다르 아바스 이란 미사일 발사대·함정 타격… 자위권 행사 명분",2026-05-26T05:37:56.994503+00:00,geopolitics,P1,original,2,articles/2026-05/20260526-eaa53d/
20260526-a020f6,"북한, 황해로 정체불명 발사체 발사… 합참 감시 중",2026-05-26T05:39:09.29503+00:00,threats,P1,wire,1,articles/2026-05/20260526-a020f6/
20260526-d153bb,중국 핵추진 항모 Type 004 건조 가속화… 인도태평양 해양패권 경쟁 심화,2026-05-26T05:39:10.87963+00:00,weapons,P2,wire,1,articles/2026-05/20260526-d153bb/
20260526-69995d,"일본, 미국과 6월 대규모 태평양 훈련 2건 개최… 타이폰 미사일 시스템 일본 배치",2026-05-26T06:10:10.954371+00:00,operations,P2,wire,1,articles/2026-05/20260526-69995d/
20260526-865017,"우크라이나, 오데사 공격 조율한 러시아 정보원 3명 종신형·15년형 선고",2026-05-26T06:10:11.215543+00:00,operations,P3,wire,1,articles/2026-05/20260526-865017/
20260526-7663a3,우크라이나 전쟁 지원하는 중국… 서방의 소극적 대응 논란,2026-05-26T06:10:11.492768+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-7663a3/
20260526-286083,시진핑 북한 방문설 부인 않는 중국… 외교 카드 활용 신호,2026-05-26T06:34:21.466854+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-286083/
20260526-4b0c6b,우크라이나 전쟁이 드러낸 사령부 방호의 위기… 기동·통신 복구 훈련 강화 필요,2026-05-26T06:34:21.831009+00:00,doctrine,P3,wire,1,articles/2026-05/20260526-4b0c6b/
20260526-0e4031,우크라이나 전쟁이 드러낸 전술급 화력·전자전·방공의 재정의,2026-05-26T06:34:22.068932+00:00,operations,P2,wire,1,articles/2026-05/20260526-0e4031/
20260526-60d5d2,이란 체제 붕괴 위기… 테러 프록시·지정학적 강압·중러 의존 심화,2026-05-26T06:34:22.40511+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-60d5d2/
20260526-bc5c0e,우크라이나 전선 하루 267건 교전… 포크롭스크 지역서 47건 격퇴,2026-05-26T06:34:22.608884+00:00,operations,P2,wire,1,articles/2026-05/20260526-bc5c0e/
20260526-93cb28,"해병대 상륙공격헬기, 공대공유도탄 실사격 성공… 국산 군 헬기 첫 사례",2026-05-26T09:36:15.168338+00:00,weapons,P2,wire,1,articles/2026-05/20260526-93cb28/
20260526-78ce25,"K2 흑표 한 대 가격, 현대 그랜저 370대 수준… 2026년 방산 무기 가격표 공개",2026-05-26T09:36:15.406446+00:00,weapons,P3,wire,1,articles/2026-05/20260526-78ce25/
20260526-c15dba,"이스라엘 위성, 주야간 이동 목표물 추적 성공… 우주 감시 능력 강화",2026-05-26T09:36:15.739577+00:00,weapons,P2,wire,1,articles/2026-05/20260526-c15dba/
20260526-bb988e,"한국, 첫 핵추진 잠수함 개발 기본계획 공개",2026-05-26T09:36:15.93799+00:00,weapons,P2,wire,1,articles/2026-05/20260526-bb988e/
20260526-6e482e,그리스 해군 하이드라급 호위함 현대화… 탈레스와 통합작전체계 개선 계약,2026-05-26T09:36:16.255164+00:00,weapons,P3,wire,1,articles/2026-05/20260526-6e482e/
20260526-96d030,윤리 교리 부재한 미군… 전투 효율성 저하 우려,2026-05-26T09:36:16.438263+00:00,doctrine,P3,wire,1,articles/2026-05/20260526-96d030/
20260526-0ac5c7,"이스라엘, 헤즈볼라 공습 강화 선언… 동부 레바논 집중 타격",2026-05-26T09:36:16.75861+00:00,operations,P2,wire,1,articles/2026-05/20260526-0ac5c7/
20260526-3a7bbe,"러시아, 미국에 키이우 외교관·시민 철수 촉구… 수도 집중 공격 예고",2026-05-26T09:36:16.944995+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-3a7bbe/
20260526-bdb68c,"방글라데시의 JF-17 도입 추진, 인도 동부 전략 위협",2026-05-26T09:36:17.275218+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-bdb68c/
20260526-a500b3,중국의 동남아 영향력 확대 수단으로 부상한 핵에너지,2026-05-26T09:36:17.492017+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-a500b3/
20260526-1d03f5,핵추진잠수함 '장보고 N사업' 명명… 2030년대 후반 1번함 전력화,2026-05-26T11:42:12.381732+00:00,weapons,P2,wire,1,articles/2026-05/20260526-1d03f5/
20260526-68c4ef,"북한, 서해상으로 근거리 탄도미사일·방사포 발사",2026-05-26T11:42:12.577232+00:00,threats,P1,wire,1,articles/2026-05/20260526-68c4ef/
20260526-e2df51,"미 육군, AI 탑재 차세대 보병전투차 XM30 설계안 공개",2026-05-26T11:42:14.135682+00:00,weapons,P2,wire,1,articles/2026-05/20260526-e2df51/
20260526-2e98b4,특수전 주간에 드론·배회탄약 기술 집중 전시… SOF 무기 트렌드 변화,2026-05-26T11:42:14.31861+00:00,operations,P2,wire,1,articles/2026-05/20260526-2e98b4/
20260526-33c17e,"러시아 크렘린, GRU 연계 의혹 사이버 전문가를 안보회의 요직에 임명",2026-05-26T11:42:14.502781+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-33c17e/
20260526-1e22f7,우크라이나 드론군에 토요타 픽업 60대 기증한 네덜란드,2026-05-26T12:10:48.037624+00:00,alliance,P3,wire,1,articles/2026-05/20260526-1e22f7/
20260526-46c624,우주 AI 데이터센터 '과장 단계' 벗어나지 못해… 국방 실전 배치 미흡,2026-05-26T12:33:49.818382+00:00,tech,P2,wire,1,articles/2026-05/20260526-46c624/
20260526-cd2f69,"그린베레, 동유럽 대규모 훈련서 글라이더 드론 보급 시험",2026-05-26T12:33:50.0895+00:00,operations,P2,wire,1,articles/2026-05/20260526-cd2f69/
20260526-fe6c28,"GM Defence, 영국 ISTEC을 NATO 임무장비 공급업체로 지정",2026-05-26T12:33:50.269818+00:00,industry,P3,wire,1,articles/2026-05/20260526-fe6c28/
20260526-646d39,"미 국방부, 자율무기 개발에 550억 달러 투자… AI 표적화 통합 추진",2026-05-26T12:33:50.461672+00:00,weapons,P2,wire,1,articles/2026-05/20260526-646d39/
20260526-e63599,"극초음속 미사일 탑재 줌월트급, 태평양 작전 반경 확대 개조 추진",2026-05-26T13:42:25.871663+00:00,weapons,P2,wire,1,articles/2026-05/20260526-e63599/
20260526-c8c418,우크라이나 민간인 피해 심각… 러시아 공격으로 주당 70~100명 사망,2026-05-26T13:42:26.106726+00:00,threats,P2,wire,1,articles/2026-05/20260526-c8c418/
20260526-409efd,호르무즈 해협 근처 유조선 폭발로 손상… 미국 이란 공습 직후 발생,2026-05-26T13:42:26.33383+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-409efd/
20260526-266d4e,영국 해역 침범한 러시아 미사일함… 제재 회피 유조선 호위 작전,2026-05-26T13:42:26.541917+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-266d4e/
20260526-57cdb9,오레순 해협의 러시아 하이브리드 위협… 북유럽 해상 통로 장악 시도,2026-05-26T13:42:26.730632+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-57cdb9/
20260526-6ab357,"인도, 드론용 소형 미사일 개발 완료… 방위 자립화 가속",2026-05-26T14:12:15.891102+00:00,weapons,P3,wire,1,articles/2026-05/20260526-6ab357/
20260526-636105,GPS 의존성 탈피하는 미군… FOG 관성항법 지상전 필수 기술로 부상,2026-05-26T14:12:16.151344+00:00,weapons,P2,wire,1,articles/2026-05/20260526-636105/
20260526-3a6aff,터키 에페스 2026 훈련에 시리아 참가… 신규 참가국 9개국,2026-05-26T14:12:16.366035+00:00,operations,P3,wire,1,articles/2026-05/20260526-3a6aff/
20260526-caf07e,"미군, 반데르압스 이란 보트·발사시설 공습… 자위권 명분",2026-05-26T14:12:16.591178+00:00,operations,P1,wire,1,articles/2026-05/20260526-caf07e/
20260526-3936fc,"캐나다, 자국산 전기 군용차량 플랫폼 'MIL-V' 공개",2026-05-26T14:12:18.106187+00:00,weapons,P2,wire,1,articles/2026-05/20260526-3936fc/
20260526-c2c1be,"이란, 미국 리퍼 드론 격추 주장… 트럼프 행정부 자위 공격 감행",2026-05-26T14:12:18.318203+00:00,threats,P2,wire,1,articles/2026-05/20260526-c2c1be/
20260526-76e8d3,러시아 사이버작전 인프라 제공 혐의… 네덜란드 용의자 2명 체포,2026-05-26T14:12:18.64658+00:00,threats,P2,wire,1,articles/2026-05/20260526-76e8d3/
20260526-6c19f2,미국의 이란 군사력 약화 작전… 이란의 전략 변화 촉발할까,2026-05-26T14:12:18.869367+00:00,threats,P3,wire,1,articles/2026-05/20260526-6c19f2/
20260526-84bbdc,호주 잠수함 수명연장 사업 '고위험' 판정… 국방부 계획 미흡,2026-05-26T14:41:32.913665+00:00,weapons,P3,wire,1,articles/2026-05/20260526-84bbdc/
20260526-969e50,"FPV 드론 위협 속 호주 기업, 우크라이나에 ATV용 장갑 지붕 공급",2026-05-26T14:41:33.273006+00:00,weapons,P3,wire,1,articles/2026-05/20260526-969e50/
20260526-9c5f9b,"리투아니아, 60만 건 국가등기부 탈취 사건 수사 개시",2026-05-26T14:41:33.471149+00:00,threats,P2,wire,1,articles/2026-05/20260526-9c5f9b/
20260526-1e65df,한국 핵추진잠수함 개발 공식화…2030년대 중반 첫 진수 목표,2026-05-26T15:11:18.04088+00:00,weapons,P2,wire,1,articles/2026-05/20260526-1e65df/
20260526-b419c8,"NATO군, 라트비아서 지상 로봇 테스트… 유무인 복합작전 역사 재조명",2026-05-26T15:11:18.246938+00:00,operations,P2,wire,1,articles/2026-05/20260526-b419c8/
20260526-57b727,"전직 미군 공병 유튜버, 폭탄 제조 영상 혐의로 기소",2026-05-26T15:35:08.975753+00:00,threats,P2,wire,1,articles/2026-05/20260526-57b727/
20260526-6ccdfd,"이란, 미국 공습을 휴전 위반으로 규탄… 도하 평화협상 중 진행",2026-05-26T15:35:09.374164+00:00,geopolitics,P2,wire,1,articles/2026-05/20260526-6ccdfd/
20260526-60bfad,"우크라이나 안보회의 의장, 베를린서 독·프·영 국가안보보좌관과 회담",2026-05-26T15:35:09.584241+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-60bfad/
20260526-8aa82f,한국 핵추진 잠수함 2030년대 중반 전력화… 해상 핵억제 기반 구축 신호,2026-05-26T18:36:53.375635+00:00,weapons,P2,original,2,articles/2026-05/20260526-8aa82f/
20260526-a9743c,재블린 차세대 발사기 첫 인도… 탐지거리 2배·중량 25% 감소,2026-05-26T18:37:38.782978+00:00,weapons,P2,original,1,articles/2026-05/20260526-a9743c/
20260526-625e05,"미군, 경량화된 차세대 재블린 발사기 도입… 탐지거리 2배 확대",2026-05-26T18:38:27.949141+00:00,weapons,P2,wire,1,articles/2026-05/20260526-625e05/
20260526-8e05cd,"프랑스, 자체 개발 장거리 다연장로켓 X-Fire 시험발사 성공",2026-05-26T18:38:28.145619+00:00,weapons,P3,wire,1,articles/2026-05/20260526-8e05cd/
20260526-92d877,미 공군 차세대 엔진 개발 또 1년 연기… 2031년 완성 목표,2026-05-26T18:38:28.337372+00:00,weapons,P2,wire,1,articles/2026-05/20260526-92d877/
20260526-fab872,"러시아, 키이우 추가 공습 위협… 외국인 철수 촉구",2026-05-26T18:38:28.523257+00:00,operations,P2,wire,1,articles/2026-05/20260526-fab872/
20260526-4a97e1,NATO 사이버방어훈련 '소드 26' 에스토니아서 개최… 주요 기반시설 보호 훈련,2026-05-26T18:38:28.711432+00:00,operations,P3,wire,1,articles/2026-05/20260526-4a97e1/
20260526-d90146,"휴전 중 미국, 이란 미사일 기지·기뢰부설선 공격",2026-05-26T19:12:33.279298+00:00,operations,P1,wire,1,articles/2026-05/20260526-d90146/
20260526-b638aa,"미 해군, 정보전 주요 직책 3개 부서로 분산… 공군 사례 따른 조직 개편",2026-05-26T19:12:34.873487+00:00,defense_policy,P2,wire,1,articles/2026-05/20260526-b638aa/
20260526-b435a2,"중국 신형 054B 호위함, 랴오닝함 항모전단 첫 서태평양 전개",2026-05-26T19:12:35.070804+00:00,threats,P2,wire,1,articles/2026-05/20260526-b435a2/
20260526-b8bec3,"랴오닝함 타격단, 루손 동쪽 필리핀해 진입… USS 조지 워싱턴도 요코스카 출항",2026-05-26T19:45:06.362013+00:00,geopolitics,P2,original,1,articles/2026-05/20260526-b8bec3/
20260526-91adc3,"미국, 이란 미사일 기지·기뢰부설선 공습… 휴전 중 자위권 행사",2026-05-26T19:45:50.442214+00:00,operations,P1,wire,1,articles/2026-05/20260526-91adc3/
20260526-b54993,중국 랴오닝함 필리핀 해역 활동… 미 조지워싱턴함은 요코스카 출항,2026-05-26T19:45:51.9793+00:00,operations,P2,wire,1,articles/2026-05/20260526-b54993/
20260526-d2c552,"우크라이나, 비밀 공격드론으로 러시아 남부전선 보급로 차단",2026-05-26T19:45:52.163486+00:00,operations,P2,wire,1,articles/2026-05/20260526-d2c552/
20260526-824b82,"우크라이나 전쟁 참전 압박받는 벨라루스… 키이우, 야권 지도자 초청",2026-05-26T19:45:52.359707+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-824b82/
20260526-038dbe,차세대 재블린 발사기 첫 인수한 미군… 적외선 카메라 성능 강화,2026-05-26T20:43:09.138347+00:00,weapons,P2,wire,1,articles/2026-05/20260526-038dbe/
20260526-bd60e9,"호르무즈 해협 긴장 고조… 미국, 이란 기뢰부설함 격파 주장",2026-05-26T20:43:09.379678+00:00,operations,P2,wire,1,articles/2026-05/20260526-bd60e9/
20260526-edf4c8,핵추진 잠수함 도입으로 한국 해상 핵억제 기반 마련,2026-05-26T20:43:09.591931+00:00,weapons,P2,wire,1,articles/2026-05/20260526-edf4c8/
20260526-106993,"미국, 이란 공격 감행… '자위권' 명분·평화협상 병행 전략",2026-05-26T20:43:09.802971+00:00,geopolitics,P1,wire,1,articles/2026-05/20260526-106993/
20260526-f109c4,이란의 전쟁 승리 선언에 걸린 중동… 역내 국가들 전략 재편,2026-05-26T20:43:11.196138+00:00,geopolitics,P3,wire,1,articles/2026-05/20260526-f109c4/
20260526-c5416f,"미 SOCOM, MK17 SCAR-H 후속 소총 생산 착수… 7.62·6.5mm 탄약 대응",2026-05-26T20:43:11.393038+00:00,weapons,P2,wire,1,articles/2026-05/20260526-c5416f/
20260526-b1c122,수중전투 효율성 높인 젯부츠 추진체계… 특수전 수중작전 변화,2026-05-26T20:43:11.592725+00:00,weapons,P2,wire,1,articles/2026-05/20260526-b1c122/
20260526-d3a180,깃허브 5500개 저장소 감염한 '메갈로돈' 악성코드… 개발자 자격증 탈취,2026-05-26T20:43:11.771268+00:00,threats,P2,wire,1,articles/2026-05/20260526-d3a180/
20260526-19c615,"북한, 탄도미사일·방사포 혼합 발사…'섞어쏘기' 훈련 추정",2026-05-26T21:36:09.200828+00:00,threats,P2,wire,1,articles/2026-05/20260526-19c615/
20260526-661f38,"미 하원, 해군 전함 설계 구체화 촉구… 비용 우려 제기",2026-05-26T21:38:18.411602+00:00,weapons,P3,wire,1,articles/2026-05/20260526-661f38/
20260526-d5a6e5,"미 국방위, 1.15조 달러 국방정책법안 제시… 방위산업 기반 강화 초점",2026-05-26T21:38:18.604275+00:00,defense_policy,P2,wire,1,articles/2026-05/20260526-d5a6e5/
20260526-3f39cd,"미 하원, FY2027 국방수권법안에 알레이버크급 구축함 2번함 추가 확보 예산 편성",2026-05-26T21:38:18.799693+00:00,defense_policy,P2,original,1,articles/2026-05/20260526-3f39cd/
20260526-ad7fcf,"미 하원 국방수권법안, F-35·F-15EX 다년도 구매 승인 추진",2026-05-26T21:38:18.972462+00:00,weapons,P3,wire,1,articles/2026-05/20260526-ad7fcf/
20260526-44b7c9,하루 232회 교전 기록… 포크로우스크·코스탼티니우카·훌리아이폴레 축선에 전투력 집중,2026-05-26T21:38:19.16322+00:00,geopolitics,P2,original,1,articles/2026-05/20260526-44b7c9/
20260526-8e3239,"미 하원, 차기 회계연도 알레이버크급 구축함 2번함 추가 예산 추진",2026-05-26T21:44:37.326852+00:00,weapons,P2,wire,1,articles/2026-05/20260526-8e3239/
20260526-360590,우크라이나 전선 하루 232건 교전… 포크롭스크·코스티안티니우카 격전,2026-05-26T21:44:37.654293+00:00,operations,P2,wire,1,articles/2026-05/20260526-360590/
20260527-963a20,"F-15E 전자전 체계 장착 속도 높인다… 미 공군, 전용 신속 정비 라인 개설",2026-05-27T01:35:36.856175+00:00,weapons,P2,original,1,articles/2026-05/20260527-963a20/
20260527-8afcd5,"교전 후에도 휴전 유지 선언… 미국·이란, 페르시아만서 무력 충돌",2026-05-27T01:36:17.557512+00:00,geopolitics,P1,original,1,articles/2026-05/20260527-8afcd5/
20260527-53fcf2,전장 응급치료 자동화하는 로봇 의무병… DARPA 개발 착수,2026-05-27T01:37:56.213067+00:00,weapons,P2,wire,1,articles/2026-05/20260527-53fcf2/
20260527-c8e56f,헤즈볼라 FPV 드론 대응에 어망 활용하는 이스라엘군,2026-05-27T01:37:56.490929+00:00,operations,P2,wire,1,articles/2026-05/20260527-c8e56f/
20260527-615cf0,루카스 드론의 스타링크 연동 비용 논란… 펜타곤의 스페이스X 의존도 심화,2026-05-27T01:37:56.85787+00:00,weapons,P2,wire,1,articles/2026-05/20260527-615cf0/
20260527-abfc5d,"중국 054B 호위함, 항모전단 운용 첫 확인… 일본 방위청 추적",2026-05-27T01:37:57.199398+00:00,threats,P2,wire,1,articles/2026-05/20260527-abfc5d/
20260527-bddfc0,대만 무기 판매 유보한 트럼프… 미국의 대만 공약 흔들린다,2026-05-27T01:37:57.398726+00:00,geopolitics,P2,wire,1,articles/2026-05/20260527-bddfc0/
20260527-8a2152,"사복스, 아태지역 전술통신 장비 수백억 규모 계약 체결",2026-05-27T01:37:57.763313+00:00,industry,P3,wire,1,articles/2026-05/20260527-8a2152/
20260527-639096,"미 공군, F-15E 전자전 체계 설치 가속화… 전용 정비라인 개설",2026-05-27T01:37:57.965873+00:00,weapons,P2,wire,1,articles/2026-05/20260527-639096/
20260527-ac83ad,미국-이란 페르시아만서 교전… 양측 '휴전 유지' 주장,2026-05-27T01:37:58.290153+00:00,operations,P1,wire,1,articles/2026-05/20260527-ac83ad/
20260527-ac26fd,"SpaceX, 미 우주군 저궤도 통신망 구축에 22억 9천만 달러 수주",2026-05-27T03:03:39.295375+00:00,weapons,P2,wire,1,articles/2026-05/20260527-ac26fd/
20260527-b821a7,"DARPA, 전장 응급의료 담당 로봇 개발 추진… 자동 약물 투여·부목 고정 기능",2026-05-27T03:03:39.61957+00:00,weapons,P2,wire,1,articles/2026-05/20260527-b821a7/
20260527-81d66a,"이스라엘, 레바논 헤즈볼라 목표 100곳 공습… 사상자 다수",2026-05-27T03:03:39.843043+00:00,operations,P1,wire,1,articles/2026-05/20260527-81d66a/
20260527-8736ed,호르무즈 해협이 미-이란 갈등의 분수령… 트럼프 정부 이란 정책 시험대,2026-05-27T03:03:41.441928+00:00,geopolitics,P2,wire,1,articles/2026-05/20260527-8736ed/
20260527-fd71bd,"러시아, 5월 24일 오레쉬니크 미사일 2발 발사 시도… 1발은 자국 영토서 추락",2026-05-27T03:34:01.836912+00:00,threats,P2,wire,1,articles/2026-05/20260527-fd71bd/
20260527-92ee2e,"북한, 37일 만에 미사일 발사…서해상 '혼합 발사' 재개",2026-05-27T06:36:07.099718+00:00,threats,P1,wire,1,articles/2026-05/20260527-92ee2e/
20260527-d1a227,"유사시 군 통신망 복원력 강화 신호… 주한미군사령관, 삼성과 공동 개발 진행 중 공개",2026-05-27T06:37:03.511141+00:00,alliance,P2,original,1,articles/2026-05/20260527-d1a227/
20260527-8f4d04,미 육군 특수전 개혁 논쟁 심화… '특수성' 상실 우려 제기,2026-05-27T06:37:51.768593+00:00,doctrine,P2,wire,1,articles/2026-05/20260527-8f4d04/
20260527-94c01a,휴전 중 이스라엘의 가자시티 공습… 하마스 군사부 지도자 사살 주장,2026-05-27T06:38:33.850791+00:00,operations,P2,wire,1,articles/2026-05/20260527-94c01a/
20260527-6ef827,"미 특수전 중심지 탐파, '강력한 평화'의 도덕적 부담 직면",2026-05-27T06:38:34.138449+00:00,operations,P3,wire,1,articles/2026-05/20260527-6ef827/
20260527-625a48,"우크라이나 전선, 하루 296건 전투 교전 기록",2026-05-27T06:38:34.593674+00:00,operations,P2,wire,1,articles/2026-05/20260527-625a48/
20260527-fb78ac,트럼프-라이 통화 가능성… 대만 억제력 강화 vs 거래 대상화 우려,2026-05-27T06:38:34.835834+00:00,geopolitics,P3,wire,1,articles/2026-05/20260527-fb78ac/
20260527-9a9608,"한국, 2030년대 중반 핵추진 잠수함 건조 추진… 북한 수중 핵위협 대응",2026-05-27T07:04:20.850865+00:00,weapons,P2,wire,1,articles/2026-05/20260527-9a9608/
20260527-e400f5,"이스라엘, 하마스 무장부 신임 지도자 가자 공습으로 사살",2026-05-27T09:38:00.222413+00:00,operations,P2,wire,1,articles/2026-05/20260527-e400f5/
20260527-957dc2,2030년대 중반 핵추진잠수함 1번함 진수…국방부 기본계획 공개,2026-05-27T09:38:53.479435+00:00,weapons,P2,wire,1,articles/2026-05/20260527-957dc2/
20260527-36d0a9,"북한, 미국 HIMARS 모방한 경량 다목적 미사일 발사기 시험",2026-05-27T09:39:47.332118+00:00,weapons,P2,wire,1,articles/2026-05/20260527-36d0a9/
20260527-541fe0,"미 육군, HIMARS 엔지니어링 개선에 록히드마틴 1400만 달러 계약",2026-05-27T09:40:31.560481+00:00,weapons,P2,wire,1,articles/2026-05/20260527-541fe0/
20260527-5bf90f,미 해군 공격잠수함용 자율수중정찰기 개발… L3Harris 어뢰관 발사식 AUV 납품,2026-05-27T09:41:15.01223+00:00,weapons,P2,wire,1,articles/2026-05/20260527-5bf90f/
20260527-4c196c,"우크라이나, 러 흑해함대 사령부 인근 공습… 세바스토폴서 폭발음",2026-05-27T09:43:17.536443+00:00,operations,P1,wire,1,articles/2026-05/20260527-4c196c/
20260527-d83b24,"라트비아, 러시아 국경에 드론 요격 기동부대 배치",2026-05-27T09:44:40.827973+00:00,operations,P2,wire,1,articles/2026-05/20260527-d83b24/
20260527-12edaa,합성생물학·드론·AI 이중용도 기술의 위협… 규제와 혁신의 균형 논의,2026-05-27T09:44:41.303812+00:00,tech,P2,wire,1,articles/2026-05/20260527-12edaa/
20260527-fd95bf,"북극 스발바르, 위성통신 허브로 부상… 우주 접근의 전략적 요충지",2026-05-27T09:44:41.571129+00:00,geopolitics,P3,wire,1,articles/2026-05/20260527-fd95bf/
20260527-d2ec85,"이스라엘, 레바논 공습 강화… 수주 만에 최대 규모 폭격",2026-05-27T09:44:42.08032+00:00,operations,P1,wire,1,articles/2026-05/20260527-d2ec85/
20260527-7ae4af,"이스라엘 방위산업체 엘빗, 자율주행 로봇 기업 인수… 무인 차량 전력화 가속",2026-05-27T12:37:14.446379+00:00,weapons,P2,wire,1,articles/2026-05/20260527-7ae4af/
20260527-5792cb,"우크라이나, 러시아의 하르키우 지역 그라니우 마을 점령 주장 부인",2026-05-27T12:37:58.159439+00:00,operations,P2,wire,1,articles/2026-05/20260527-5792cb/
20260527-4296a9,미군 드론 우위 프로그램 2단계 선발전… 마운틴호스솔루션 참가,2026-05-27T12:38:44.803129+00:00,weapons,P2,wire,1,articles/2026-05/20260527-4296a9/
20260527-e3c632,"미 특수전사령부, MK17 SCAR-H 후속 소총 MK24 도입… 7.62·6.5mm 탄약 호환",2026-05-27T12:38:45.063798+00:00,weapons,P2,wire,1,articles/2026-05/20260527-e3c632/
20260527-d1337d,"美 사이버보안청, 연방기관에 cPanel 플러그인 취약점 4일 내 패치 지시",2026-05-27T12:38:45.832412+00:00,threats,P2,wire,1,articles/2026-05/20260527-d1337d/
20260527-e0d566,미군 엣지 컴퓨팅 전력화 막는 하드웨어 진화 지연,2026-05-27T13:32:37.271954+00:00,weapons,P3,wire,1,articles/2026-05/20260527-e0d566/
20260527-b44fd4,"이란 정보부, LA 대중교통 시스템 해킹 배후로 적발",2026-05-27T13:32:37.666852+00:00,threats,P2,wire,1,articles/2026-05/20260527-b44fd4/
20260527-520acd,소프트웨어 공급망 노린 글래스웜 봇넷 격퇴… 블록체인 기반 C2 인프라 무력화,2026-05-27T13:32:37.926113+00:00,threats,P3,wire,1,articles/2026-05/20260527-520acd/
20260527-b20550,"라인메탈-하비저 연합, 미군 무인지상차량 개발 추진",2026-05-27T14:34:20.319523+00:00,weapons,P2,wire,1,articles/2026-05/20260527-b20550/
20260527-78290f,한국 핵추진 잠수함 사업 본격화… 2030년대 중반 첫 함정 취역,2026-05-27T14:35:20.647678+00:00,weapons,P2,wire,1,articles/2026-05/20260527-78290f/
20260527-671aa2,"우크라이나, 러시아군 보급선 차단 작전 본격화… 중거리 타격 강화",2026-05-27T14:36:19.212977+00:00,operations,P2,wire,1,articles/2026-05/20260527-671aa2/
20260527-6e359f,"캐나다, 폴란드산 드론 도입… EU 방위차입기금 활용해 방위협력 강화",2026-05-27T14:37:05.372396+00:00,alliance,P3,wire,1,articles/2026-05/20260527-6e359f/
20260527-b8e0ff,"이스라엘에 KC-46 공중급유기 인도… 미국, 추가 지원 필요",2026-05-27T14:37:05.611441+00:00,alliance,P2,wire,1,articles/2026-05/20260527-b8e0ff/
20260527-0d9b66,"이스라엘, 레바논 남부 나바티예 강제 이주 명령… 전략적 요충지 장악 의도",2026-05-27T14:37:06.199319+00:00,operations,P2,wire,1,articles/2026-05/20260527-0d9b66/
20260527-f4cdd6,"중국 풍선 사건 이후 미군, 자체 정찰 풍선함대 구축 추진",2026-05-27T15:35:27.78339+00:00,weapons,P2,wire,1,articles/2026-05/20260527-f4cdd6/
20260527-6a6bc4,"한국 정부, '나무호' 타격 미사일 이란산 결론…외교 대응 나서",2026-05-27T15:36:51.85407+00:00,geopolitics,P2,wire,1,articles/2026-05/20260527-6a6bc4/
20260527-33ffbf,"나토군 등 8개국 166명, 육군포병학교서 한국 주력 무기 교육받아",2026-05-27T15:36:52.115307+00:00,operations,P3,wire,1,articles/2026-05/20260527-33ffbf/
20260527-9ffc21,"지하 핵시설 타격 한계 드러낸 미국… DARPA, 벙커버스팅 무기 물리학 재설계 추진",2026-05-27T15:36:52.350899+00:00,weapons,P2,wire,1,articles/2026-05/20260527-9ffc21/
20260527-315802,"우크라이나 고위 지휘관 ""6개월 내 전세 역전 가능""… 평화협상 주도권 확보 강조",2026-05-27T15:36:52.774458+00:00,operations,P2,wire,1,articles/2026-05/20260527-315802/
20260527-106c50,"캐나다, 스웨덴 사브의 글로벌아이 도입 협상 진입",2026-05-27T15:36:53.028415+00:00,weapons,P3,wire,1,articles/2026-05/20260527-106c50/
20260527-a2fa7e,"젤렌스키, 트럼프에 방공 장비 긴급 부족 호소",2026-05-27T15:36:53.280893+00:00,geopolitics,P2,wire,1,articles/2026-05/20260527-a2fa7e/
20260527-e4f39d,이스라엘 공습으로 하마스 군사부 지도자 사망… 장례식 거행,2026-05-27T15:36:53.501493+00:00,operations,P2,wire,1,articles/2026-05/20260527-e4f39d/
20260527-01fda6,러시아 드론 학교 '옥타곤'… 바그너 잔존 세력의 카미카제 드론 양성,2026-05-27T15:36:53.729971+00:00,threats,P3,wire,1,articles/2026-05/20260527-01fda6/
20260527-6ee0b7,"중국, 남중국해서 네덜란드 함정에 전자전 공격… 파라셀 영공 침범 주장",2026-05-27T18:36:48.338579+00:00,operations,P2,wire,1,articles/2026-05/20260527-6ee0b7/
20260527-944dc9,자율주행 지상차량의 보급 문제… 미육군 한 여단의 실험과 과제,2026-05-27T18:37:44.351222+00:00,weapons,P2,wire,1,articles/2026-05/20260527-944dc9/
20260527-066311,"미 의회, 주한미군 병력 현수준 유지 명시… 국방수권법안 공개",2026-05-27T18:38:49.724103+00:00,alliance,P3,wire,1,articles/2026-05/20260527-066311/
